'Elapsed time','EEG Fp1'
45.198,-3.056
45.200,-5.040
45.202,-7.093
45.204,-9.010
45.206,-10.597
45.208,-11.728
45.210,-12.364
45.212,-12.560
45.214,-12.417
45.216,-12.031
45.218,-11.452
45.220,-10.674
45.222,-9.650
45.224,-8.337
45.226,-6.740
45.228,-4.928
45.230,-3.037
45.232,-1.228
45.234,0.349
45.236,1.605
45.238,2.515
45.240,3.131
45.242,3.549
45.244,3.881
45.246,4.238
45.248,4.708
45.250,5.356
45.252,6.209
45.254,7.262
45.256,8.461
45.258,9.710
45.260,10.876
45.262,11.801
45.264,12.351
45.266,12.420
45.268,11.978
45.270,11.077
45.272,9.838
45.274,8.439
45.276,7.080
45.278,5.941
45.280,5.158
45.282,4.791
45.284,4.823
45.286,5.176
45.288,5.713
45.290,6.299
45.292,6.801
45.294,7.120
45.296,7.187
45.298,6.962
45.300,6.429
45.302,5.589
45.304,4.469
45.306,3.126
45.308,1.665
45.310,0.211
45.312,-1.099
45.314,-2.134
45.316,-2.799
45.318,-3.040
45.320,-2.847
45.322,-2.239
45.324,-1.273
45.326,-0.026
45.328,1.391
45.330,2.841
45.332,4.174
45.334,5.260
45.336,6.003
45.338,6.374
45.340,6.409
45.342,6.195
45.344,5.842
45.346,5.448
45.348,5.075
45.350,4.735
45.352,4.402
45.354,4.013
45.356,3.496
45.358,2.788
45.360,1.839
45.362,0.644
45.364,-0.754
45.366,-2.265
45.368,-3.739
45.370,-4.995
45.372,-5.865
45.374,-6.214
45.376,-6.002
45.378,-5.295
45.380,-4.267
45.382,-3.160
45.384,-2.231
45.386,-1.680
45.388,-1.597
45.390,-1.936
45.392,-2.531
45.394,-3.140
45.396,-3.504
45.398,-3.416
45.400,-2.772
45.402,-1.577
45.404,0.049
45.406,1.911
45.408,3.769
45.410,5.388
45.412,6.563
45.414,7.174
45.416,7.181
45.418,6.646
45.420,5.724
45.422,4.621
45.424,3.549
45.426,2.684
45.428,2.121
45.430,1.860
45.432,1.821
45.434,1.874
45.436,1.885
45.438,1.756
45.440,1.447
45.442,0.992
45.444,0.490
45.446,0.075
45.448,-0.102
45.450,0.080
45.452,0.692
45.454,1.727
45.456,3.112
45.458,4.713
45.460,6.372
45.462,7.945
45.464,9.326
45.466,10.466
45.468,11.369
45.470,12.077
45.472,12.651
45.474,13.149
45.476,13.618
45.478,14.093
45.480,14.592
45.482,15.117
45.484,15.639
45.486,16.093
45.488,16.390
45.490,16.420
45.492,16.088
45.494,15.347
45.496,14.222
45.498,12.832
45.500,11.361
45.502,10.034
45.504,9.061
45.506,8.587
45.508,8.661
45.510,9.222
45.512,10.112
45.514,11.106
45.516,11.959
45.518,12.462
45.520,12.463
45.522,11.929
45.524,10.921
45.526,9.595
45.528,8.160
45.530,6.830
45.532,5.769
45.534,5.062
45.536,4.710
45.538,4.617
45.540,4.645
45.542,4.627
45.544,4.426
45.546,3.952
45.548,3.195
45.550,2.212
45.552,1.129
45.554,0.115
45.556,-0.657
45.558,-1.034
45.560,-0.916
45.562,-0.285
45.564,0.785
45.566,2.147
45.568,3.600
45.570,4.935
45.572,5.975
45.574,6.619
45.576,6.850
45.578,6.729
45.580,6.367
45.582,5.889
45.584,5.401
45.586,4.987
45.588,4.707
45.590,4.616
45.592,4.763
45.594,5.211
45.596,5.986
45.598,7.064
45.600,8.348
45.602,9.658
45.604,10.771
45.606,11.481
45.608,11.638
45.610,11.222
45.612,10.321
45.614,9.130
45.616,7.858
45.618,6.696
45.620,5.737
45.622,4.978
45.624,4.335
45.626,3.697
45.628,2.970
45.630,2.117
45.632,1.166
45.634,0.199
45.636,-0.678
45.638,-1.361
45.640,-1.754
45.642,-1.788
45.644,-1.408
45.646,-0.603
45.648,0.585
45.650,2.051
45.652,3.616
45.654,5.064
45.656,6.185
45.658,6.841
45.660,7.008
45.662,6.795
45.664,6.410
45.666,6.109
45.668,6.117
45.670,6.562
45.672,7.460
45.674,8.704
45.676,10.104
45.678,11.457
45.680,12.576
45.682,13.358
45.684,13.782
45.686,13.910
45.688,13.848
45.690,13.707
45.692,13.570
45.694,13.460
45.696,13.351
45.698,13.182
45.700,12.889
45.702,12.434
45.704,11.820
45.706,11.093
45.708,10.310
45.710,9.533
45.712,8.811
45.714,8.166
45.716,7.606
45.718,7.125
45.720,6.715
45.722,6.359
45.724,6.042
45.726,5.736
45.728,5.415
45.730,5.069
45.732,4.696
45.734,4.319
45.736,3.983
45.738,3.742
45.740,3.638
45.742,3.683
45.744,3.845
45.746,4.054
45.748,4.200
45.750,4.177
45.752,3.906
45.754,3.357
45.756,2.566
45.758,1.633
45.760,0.697
45.762,-0.100
45.764,-0.646
45.766,-0.884
45.768,-0.823
45.770,-0.528
45.772,-0.102
45.774,0.346
45.776,0.719
45.778,0.938
45.780,0.946
45.782,0.697
45.784,0.158
45.786,-0.686
45.788,-1.815
45.790,-3.156
45.792,-4.581
45.794,-5.919
45.796,-6.981
45.798,-7.618
45.800,-7.742
45.802,-7.362
45.804,-6.579
45.806,-5.543
45.808,-4.428
45.810,-3.383
45.812,-2.509
45.814,-1.857
45.816,-1.431
45.818,-1.217
45.820,-1.183
45.822,-1.297
45.824,-1.502
45.826,-1.726
45.828,-1.860
45.830,-1.778
45.832,-1.359
45.834,-0.502
45.836,0.826
45.838,2.585
45.840,4.665
45.842,6.901
45.844,9.112
45.846,11.130
45.848,12.838
45.850,14.165
45.852,15.093
45.854,15.635
45.856,15.813
45.858,15.653
45.860,15.179
45.862,14.425
45.864,13.434
45.866,12.272
45.868,11.008
45.870,9.717
45.872,8.450
45.874,7.241
45.876,6.101
45.878,5.034
45.880,4.048
45.882,3.158
45.884,2.392
45.886,1.770
45.888,1.294
45.890,0.935
45.892,0.643
45.894,0.354
45.896,0.013
45.898,-0.407
45.900,-0.895
45.902,-1.412
45.904,-1.893
45.906,-2.276
45.908,-2.522
45.910,-2.614
45.912,-2.573
45.914,-2.428
45.916,-2.215
45.918,-1.957
45.920,-1.657
45.922,-1.298
45.924,-0.861
45.926,-0.335
45.928,0.271
45.930,0.914
45.932,1.517
45.934,1.989
45.936,2.235
45.938,2.185
45.940,1.810
45.942,1.129
45.944,0.207
45.946,-0.866
45.948,-1.997
45.950,-3.118
45.952,-4.198
45.954,-5.244
45.956,-6.297
45.958,-7.399
45.960,-8.578
45.962,-9.828
45.964,-11.106
45.966,-12.339
45.968,-13.457
45.970,-14.412
45.972,-15.197
45.974,-15.854
45.976,-16.457
45.978,-17.093
45.980,-17.830
45.982,-18.712
45.984,-19.749
45.986,-20.932
45.988,-22.243
45.990,-23.655
45.992,-25.129
45.994,-26.596
45.996,-27.961
45.998,-29.110
46.000,-29.934
46.002,-30.371
46.004,-30.413
46.006,-30.113
46.008,-29.558
46.010,-28.821
46.012,-27.945
46.014,-26.926
46.016,-25.738
46.018,-24.371
46.020,-22.862
46.022,-21.315
46.024,-19.870
46.026,-18.677
46.028,-17.857
46.030,-17.470
46.032,-17.514
46.034,-17.942
46.036,-18.668
46.038,-19.597
46.040,-20.631
46.042,-21.669
46.044,-22.620
46.046,-23.413
46.048,-24.011
46.050,-24.416
46.052,-24.674
46.054,-24.858
46.056,-25.051
46.058,-25.331
46.060,-25.757
46.062,-26.363
46.064,-27.169
46.066,-28.162
46.068,-29.317
46.070,-30.569
46.072,-31.839
46.074,-33.032
46.076,-34.061
46.078,-34.866
46.080,-35.424
46.082,-35.738
46.084,-35.826
46.086,-35.692
46.088,-35.311
46.090,-34.633
46.092,-33.588
46.094,-32.121
46.096,-30.215
46.098,-27.910
46.100,-25.311
46.102,-22.572
46.104,-19.878
46.106,-17.414
46.108,-15.324
46.110,-13.699
46.112,-12.554
46.114,-11.838
46.116,-11.452
46.118,-11.272
46.120,-11.189
46.122,-11.119
46.124,-11.020
46.126,-10.881
46.128,-10.713
46.130,-10.544
46.132,-10.406
46.134,-10.334
46.136,-10.372
46.138,-10.563
46.140,-10.932
46.142,-11.479
46.144,-12.176
46.146,-12.967
46.148,-13.803
46.150,-14.656
46.152,-15.541
46.154,-16.514
46.156,-17.637
46.158,-18.943
46.160,-20.403
46.162,-21.896
46.164,-23.239
46.166,-24.223
46.168,-24.673
46.170,-24.484
46.172,-23.652
46.174,-22.264
46.176,-20.471
46.178,-18.462
46.180,-16.425
46.182,-14.533
46.184,-12.924
46.186,-11.691
46.188,-10.860
46.190,-10.391
46.192,-10.168
46.194,-10.029
46.196,-9.799
46.198,-9.339
46.200,-8.571
46.202,-7.512
46.204,-6.252
46.206,-4.933
46.208,-3.711
46.210,-2.739
46.212,-2.128
46.214,-1.947
46.216,-2.214
46.218,-2.869
46.220,-3.793
46.222,-4.807
46.224,-5.712
46.226,-6.327
46.228,-6.547
46.230,-6.366
46.232,-5.874
46.234,-5.235
46.236,-4.622
46.238,-4.172
46.240,-3.957
46.242,-3.970
46.244,-4.155
46.246,-4.432
46.248,-4.731
46.250,-4.999
46.252,-5.203
46.254,-5.322
46.256,-5.332
46.258,-5.201
46.260,-4.900
46.262,-4.412
46.264,-3.742
46.266,-2.928
46.268,-2.035
46.270,-1.142
46.272,-0.314
46.274,0.399
46.276,0.984
46.278,1.458
46.280,1.845
46.282,2.161
46.284,2.391
46.286,2.493
46.288,2.412
46.290,2.104
46.292,1.560
46.294,0.817
46.296,-0.053
46.298,-0.959
46.300,-1.826
46.302,-2.613
46.304,-3.297
46.306,-3.868
46.308,-4.305
46.310,-4.558
46.312,-4.566
46.314,-4.287
46.316,-3.727
46.318,-2.971
46.320,-2.180
46.322,-1.555
46.324,-1.281
46.326,-1.466
46.328,-2.107
46.330,-3.085
46.332,-4.198
46.334,-5.219
46.336,-5.959
46.338,-6.311
46.340,-6.265
46.342,-5.889
46.344,-5.291
46.346,-4.587
46.348,-3.860
46.350,-3.136
46.352,-2.397
46.354,-1.577
46.356,-0.592
46.358,0.652
46.360,2.231
46.362,4.187
46.364,6.504
46.366,9.102
46.368,11.844
46.370,14.521
46.372,16.900
46.374,18.774
46.376,19.967
46.378,20.400
46.380,20.101
46.382,19.197
46.384,17.886
46.386,16.395
46.388,14.924
46.390,13.608
46.392,12.482
46.394,11.492
46.396,10.528
46.398,9.471
46.400,8.246
46.402,6.852
46.404,5.372
46.406,3.951
46.408,2.745
46.410,1.884
46.412,1.429
46.414,1.368
46.416,1.620
46.418,2.069
46.420,2.576
46.422,3.018
46.424,3.286
46.426,3.310
46.428,3.058
46.430,2.554
46.432,1.884
46.434,1.183
46.436,0.628
46.438,0.404
46.440,0.662
46.442,1.506
46.444,2.965
46.446,4.999
46.448,7.501
46.450,10.321
46.452,13.281
46.454,16.199
46.456,18.900
46.458,21.235
46.460,23.090
46.462,24.397
46.464,25.118
46.466,25.264
46.468,24.875
46.470,24.019
46.472,22.784
46.474,21.286
46.476,19.652
46.478,18.012
46.480,16.497
46.482,15.205
46.484,14.197
46.486,13.484
46.488,13.029
46.490,12.761
46.492,12.588
46.494,12.430
46.496,12.227
46.498,11.954
46.500,11.621
46.502,11.281
46.504,11.001
46.506,10.865
46.508,10.965
46.510,11.375
46.512,12.152
46.514,13.305
46.516,14.806
46.518,16.557
46.520,18.417
46.522,20.205
46.524,21.725
46.526,22.814
46.528,23.373
46.530,23.397
46.532,22.984
46.534,22.318
46.536,21.633
46.538,21.152
46.540,21.042
46.542,21.360
46.544,22.050
46.546,22.966
46.548,23.901
46.550,24.639
46.552,25.009
46.554,24.901
46.556,24.287
46.558,23.205
46.560,21.747
46.562,20.038
46.564,18.210
46.566,16.393
46.568,14.701
46.570,13.221
46.572,12.021
46.574,11.150
46.576,10.642
46.578,10.522
46.580,10.822
46.582,11.556
46.584,12.739
46.586,14.350
46.588,16.339
46.590,18.601
46.592,20.971
46.594,23.232
46.596,25.132
46.598,26.419
46.600,26.907
46.602,26.516
46.604,25.322
46.606,23.550
46.608,21.526
46.610,19.613
46.612,18.122
46.614,17.229
46.616,16.958
46.618,17.189
46.620,17.703
46.622,18.258
46.624,18.634
46.626,18.679
46.628,18.317
46.630,17.540
46.632,16.407
46.634,15.031
46.636,13.556
46.638,12.157
46.640,11.007
46.642,10.240
46.644,9.919
46.646,10.029
46.648,10.453
46.650,11.021
46.652,11.543
46.654,11.863
46.656,11.891
46.658,11.626
46.660,11.141
46.662,10.548
46.664,9.977
46.666,9.512
46.668,9.203
46.670,9.050
46.672,9.018
46.674,9.066
46.676,9.166
46.678,9.305
46.680,9.484
46.682,9.704
46.684,9.962
46.686,10.227
46.688,10.466
46.690,10.629
46.692,10.682
46.694,10.610
46.696,10.422
46.698,10.144
46.700,9.815
46.702,9.458
46.704,9.080
46.706,8.669
46.708,8.195
46.710,7.629
46.712,6.945
46.714,6.139
46.716,5.233
46.718,4.265
46.720,3.282
46.722,2.333
46.724,1.463
46.726,0.711
46.728,0.126
46.730,-0.241
46.732,-0.330
46.734,-0.094
46.736,0.483
46.738,1.365
46.740,2.455
46.742,3.603
46.744,4.648
46.746,5.445
46.748,5.908
46.750,6.024
46.752,5.847
46.754,5.471
46.756,4.999
46.758,4.536
46.760,4.169
46.762,3.975
46.764,4.024
46.766,4.370
46.768,5.046
46.770,6.032
46.772,7.241
46.774,8.522
46.776,9.680
46.778,10.524
46.780,10.910
46.782,10.776
46.784,10.165
46.786,9.213
46.788,8.115
46.790,7.080
46.792,6.279
46.794,5.803
46.796,5.649
46.798,5.704
46.800,5.785
46.802,5.653
46.804,5.067
46.806,3.831
46.808,1.825
46.810,-0.971
46.812,-4.460
46.814,-8.449
46.816,-12.682
46.818,-16.860
46.820,-20.706
46.822,-23.971
46.824,-26.480
46.826,-28.130
46.828,-28.896
46.830,-28.807
46.832,-27.945
46.834,-26.422
46.836,-24.355
46.838,-21.867
46.840,-19.076
46.842,-16.101
46.844,-13.068
46.846,-10.111
46.848,-7.367
46.850,-4.960
46.852,-2.975
46.854,-1.426
46.856,-0.254
46.858,0.667
46.860,1.493
46.862,2.365
46.864,3.356
46.866,4.450
46.868,5.536
46.870,6.437
46.872,6.952
46.874,6.914
46.876,6.220
46.878,4.861
46.880,2.933
46.882,0.598
46.884,-1.930
46.886,-4.434
46.888,-6.723
46.890,-8.669
46.892,-10.213
46.894,-11.364
46.896,-12.192
46.898,-12.790
46.900,-13.246
46.902,-13.611
46.904,-13.884
46.906,-14.002
46.908,-13.862
46.910,-13.359
46.912,-12.426
46.914,-11.067
46.916,-9.385
46.918,-7.559
46.920,-5.831
46.922,-4.445
46.924,-3.605
46.926,-3.428
46.928,-3.925
46.930,-5.002
46.932,-6.466
46.934,-8.066
46.936,-9.528
46.938,-10.605
46.940,-11.104
46.942,-10.926
46.944,-10.071
46.946,-8.638
46.948,-6.803
46.950,-4.775
46.952,-2.767
46.954,-0.960
46.956,0.518
46.958,1.603
46.960,2.287
46.962,2.614
46.964,2.652
46.966,2.485
46.968,2.182
46.970,1.798
46.972,1.354
46.974,0.853
46.976,0.279
46.978,-0.383
46.980,-1.155
46.982,-2.048
46.984,-3.080
46.986,-4.267
46.988,-5.625
46.990,-7.165
46.992,-8.871
46.994,-10.701
46.996,-12.572
46.998,-14.375
47.000,-15.988
47.002,-17.286
47.004,-18.176
47.006,-18.597
47.008,-18.540
47.010,-18.044
47.012,-17.208
47.014,-16.173
47.016,-15.098
47.018,-14.143
47.020,-13.423
47.022,-12.994
47.024,-12.824
47.026,-12.800
47.028,-12.744
47.030,-12.452
47.032,-11.736
47.034,-10.479
47.036,-8.661
47.038,-6.377
47.040,-3.812
47.042,-1.195
47.044,1.258
47.046,3.404
47.048,5.192
47.050,6.681
47.052,7.996
47.054,9.267
47.056,10.599
47.058,11.993
47.060,13.361
47.062,14.530
47.064,15.278
47.066,15.387
47.068,14.698
47.070,13.144
47.072,10.784
47.074,7.793
47.076,4.439
47.078,1.035
47.080,-2.115
47.082,-4.777
47.084,-6.823
47.086,-8.256
47.088,-9.187
47.090,-9.809
47.092,-10.327
47.094,-10.898
47.096,-11.597
47.098,-12.382
47.100,-13.128
47.102,-13.659
47.104,-13.817
47.106,-13.508
47.108,-12.742
47.110,-11.634
47.112,-10.383
47.114,-9.216
47.116,-8.342
47.118,-7.901
47.120,-7.935
47.122,-8.385
47.124,-9.101
47.126,-9.879
47.128,-10.489
47.130,-10.725
47.132,-10.430
47.134,-9.525
47.136,-8.018
47.138,-5.989
47.140,-3.584
47.142,-0.978
47.144,1.656
47.146,4.168
47.148,6.452
47.150,8.447
47.152,10.131
47.154,11.509
47.156,12.603
47.158,13.447
47.160,14.087
47.162,14.568
47.164,14.943
47.166,15.243
47.168,15.458
47.170,15.535
47.172,15.360
47.174,14.797
47.176,13.720
47.178,12.071
47.180,9.882
47.182,7.300
47.184,4.549
47.186,1.885
47.188,-0.461
47.190,-2.327
47.192,-3.649
47.194,-4.456
47.196,-4.841
47.198,-4.946
47.200,-4.933
47.202,-4.970
47.204,-5.212
47.206,-5.790
47.208,-6.775
47.210,-8.174
47.212,-9.902
47.214,-11.801
47.216,-13.669
47.218,-15.297
47.220,-16.516
47.222,-17.226
47.224,-17.400
47.226,-17.068
47.228,-16.301
47.230,-15.181
47.232,-13.785
47.234,-12.179
47.236,-10.425
47.238,-8.587
47.240,-6.737
47.242,-4.948
47.244,-3.282
47.246,-1.791
47.248,-0.488
47.250,0.646
47.252,1.654
47.254,2.585
47.256,3.469
47.258,4.294
47.260,4.999
47.262,5.485
47.264,5.635
47.266,5.354
47.268,4.600
47.270,3.410
47.272,1.888
47.274,0.182
47.276,-1.555
47.278,-3.207
47.280,-4.729
47.282,-6.142
47.284,-7.519
47.286,-8.954
47.288,-10.519
47.290,-12.237
47.292,-14.082
47.294,-15.994
47.296,-17.900
47.298,-19.741
47.300,-21.481
47.302,-23.103
47.304,-24.578
47.306,-25.858
47.308,-26.856
47.310,-27.456
47.312,-27.540
47.314,-27.008
47.316,-25.805
47.318,-23.918
47.320,-21.377
47.322,-18.246
47.324,-14.608
47.326,-10.583
47.328,-6.335
47.330,-2.086
47.332,1.895
47.334,5.329
47.336,7.978
47.338,9.712
47.340,10.546
47.342,10.646
47.344,10.289
47.346,9.780
47.348,9.382
47.350,9.240
47.352,9.372
47.354,9.686
47.356,10.026
47.358,10.237
47.360,10.209
47.362,9.897
47.364,9.292
47.366,8.426
47.368,7.321
47.370,5.999
47.372,4.480
47.374,2.802
47.376,1.032
47.378,-0.746
47.380,-2.448
47.382,-4.021
47.384,-5.468
47.386,-6.855
47.388,-8.287
47.390,-9.870
47.392,-11.650
47.394,-13.597
47.396,-15.588
47.398,-17.433
47.400,-18.937
47.402,-19.934
47.404,-20.337
47.406,-20.140
47.408,-19.409
47.410,-18.250
47.412,-16.781
47.414,-15.124
47.416,-13.391
47.418,-11.701
47.420,-10.162
47.422,-8.857
47.424,-7.820
47.426,-7.004
47.428,-6.276
47.430,-5.447
47.432,-4.300
47.434,-2.668
47.436,-0.480
47.438,2.217
47.440,5.268
47.442,8.441
47.444,11.489
47.446,14.192
47.448,16.382
47.450,17.956
47.452,18.875
47.454,19.143
47.456,18.809
47.458,17.955
47.460,16.690
47.462,15.160
47.464,13.503
47.466,11.846
47.468,10.284
47.470,8.865
47.472,7.592
47.474,6.445
47.476,5.388
47.478,4.386
47.480,3.429
47.482,2.512
47.484,1.651
47.486,0.864
47.488,0.174
47.490,-0.410
47.492,-0.888
47.494,-1.289
47.496,-1.664
47.498,-2.083
47.500,-2.622
47.502,-3.332
47.504,-4.209
47.506,-5.182
47.508,-6.112
47.510,-6.809
47.512,-7.075
47.514,-6.745
47.516,-5.718
47.518,-3.976
47.520,-1.585
47.522,1.325
47.524,4.581
47.526,7.981
47.528,11.320
47.530,14.390
47.532,17.015
47.534,19.061
47.536,20.473
47.538,21.264
47.540,21.532
47.542,21.424
47.544,21.095
47.546,20.671
47.548,20.215
47.550,19.723
47.552,19.154
47.554,18.439
47.556,17.527
47.558,16.392
47.560,15.013
47.562,13.383
47.564,11.479
47.566,9.267
47.568,6.739
47.570,3.920
47.572,0.909
47.574,-2.132
47.576,-5.005
47.578,-7.527
47.580,-9.578
47.582,-11.133
47.584,-12.259
47.586,-13.093
47.588,-13.779
47.590,-14.441
47.592,-15.139
47.594,-15.883
47.596,-16.632
47.598,-17.329
47.600,-17.912
47.602,-18.315
47.604,-18.489
47.606,-18.382
47.608,-17.964
47.610,-17.226
47.612,-16.191
47.614,-14.923
47.616,-13.484
47.618,-11.929
47.620,-10.264
47.622,-8.441
47.624,-6.375
47.626,-3.975
47.628,-1.201
47.630,1.901
47.632,5.179
47.634,8.399
47.636,11.286
47.638,13.594
47.640,15.146
47.642,15.873
47.644,15.816
47.646,15.096
47.648,13.867
47.650,12.270
47.652,10.412
47.654,8.340
47.656,6.067
47.658,3.589
47.660,0.904
47.662,-1.952
47.664,-4.914
47.666,-7.884
47.668,-10.739
47.670,-13.340
47.672,-15.540
47.674,-17.189
47.676,-18.159
47.678,-18.360
47.680,-17.770
47.682,-16.449
47.684,-14.554
47.686,-12.294
47.688,-9.906
47.690,-7.595
47.692,-5.506
47.694,-3.707
47.696,-2.204
47.698,-0.975
47.700,0.014
47.702,0.785
47.704,1.353
47.706,1.735
47.708,1.976
47.710,2.137
47.712,2.290
47.714,2.491
47.716,2.758
47.718,3.059
47.720,3.337
47.722,3.515
47.724,3.552
47.726,3.448
47.728,3.268
47.730,3.112
47.732,3.093
47.734,3.298
47.736,3.764
47.738,4.448
47.740,5.251
47.742,6.016
47.744,6.574
47.746,6.756
47.748,6.420
47.750,5.468
47.752,3.865
47.754,1.646
47.756,-1.056
47.758,-4.016
47.760,-6.927
47.762,-9.437
47.764,-11.206
47.766,-11.970
47.768,-11.594
47.770,-10.096
47.772,-7.637
47.774,-4.477
47.776,-0.923
47.778,2.723
47.780,6.195
47.782,9.267
47.784,11.779
47.786,13.626
47.788,14.765
47.790,15.237
47.792,15.155
47.794,14.688
47.796,14.012
47.798,13.273
47.800,12.538
47.802,11.798
47.804,10.977
47.806,9.991
47.808,8.787
47.810,7.383
47.812,5.874
47.814,4.410
47.816,3.160
47.818,2.276
47.820,1.863
47.822,1.960
47.824,2.538
47.826,3.496
47.828,4.680
47.830,5.887
47.832,6.906
47.834,7.547
47.836,7.680
47.838,7.256
47.840,6.319
47.842,4.986
47.844,3.405
47.846,1.719
47.848,0.027
47.850,-1.617
47.852,-3.196
47.854,-4.696
47.856,-6.091
47.858,-7.326
47.860,-8.311
47.862,-8.946
47.864,-9.126
47.866,-8.768
47.868,-7.819
47.870,-6.283
47.872,-4.238
47.874,-1.839
47.876,0.689
47.878,3.077
47.880,5.067
47.882,6.477
47.884,7.240
47.886,7.425
47.888,7.206
47.890,6.815
47.892,6.469
47.894,6.307
47.896,6.378
47.898,6.646
47.900,7.018
47.902,7.389
47.904,7.678
47.906,7.833
47.908,7.831
47.910,7.669
47.912,7.350
47.914,6.879
47.916,6.267
47.918,5.525
47.920,4.670
47.922,3.718
47.924,2.684
47.926,1.597
47.928,0.498
47.930,-0.539
47.932,-1.407
47.934,-1.978
47.936,-2.137
47.938,-1.821
47.940,-1.048
47.942,0.069
47.944,1.337
47.946,2.538
47.948,3.485
47.950,4.077
47.952,4.319
47.954,4.338
47.956,4.337
47.958,4.542
47.960,5.150
47.962,6.295
47.964,7.983
47.966,10.103
47.968,12.423
47.970,14.627
47.972,16.377
47.974,17.380
47.976,17.468
47.978,16.631
47.980,15.029
47.982,12.937
47.984,10.672
47.986,8.525
47.988,6.680
47.990,5.209
47.992,4.080
47.994,3.219
47.996,2.526
47.998,1.932
48.000,1.381
48.002,0.849
48.004,0.313
48.006,-0.233
48.008,-0.777
48.010,-1.286
48.012,-1.703
48.014,-1.984
48.016,-2.113
48.018,-2.132
48.020,-2.139
48.022,-2.247
48.024,-2.544
48.026,-3.035
48.028,-3.632
48.030,-4.164
48.032,-4.445
48.034,-4.321
48.036,-3.724
48.038,-2.678
48.040,-1.268
48.042,0.412
48.044,2.287
48.046,4.311
48.048,6.436
48.050,8.578
48.052,10.576
48.054,12.211
48.056,13.235
48.058,13.441
48.060,12.728
48.062,11.130
48.064,8.804
48.066,6.007
48.068,3.024
48.070,0.136
48.072,-2.415
48.074,-4.429
48.076,-5.763
48.078,-6.324
48.080,-6.090
48.082,-5.123
48.084,-3.578
48.086,-1.686
48.088,0.278
48.090,2.051
48.092,3.440
48.094,4.353
48.096,4.802
48.098,4.874
48.100,4.691
48.102,4.351
48.104,3.911
48.106,3.373
48.108,2.708
48.110,1.885
48.112,0.895
48.114,-0.231
48.116,-1.429
48.118,-2.614
48.120,-3.694
48.122,-4.587
48.124,-5.211
48.126,-5.472
48.128,-5.268
48.130,-4.482
48.132,-3.013
48.134,-0.810
48.136,2.089
48.138,5.544
48.140,9.300
48.142,13.033
48.144,16.396
48.146,19.071
48.148,20.824
48.150,21.538
48.152,21.226
48.154,20.007
48.156,18.101
48.158,15.779
48.160,13.307
48.162,10.922
48.164,8.774
48.166,6.914
48.168,5.298
48.170,3.801
48.172,2.276
48.174,0.585
48.176,-1.354
48.178,-3.550
48.180,-5.933
48.182,-8.377
48.184,-10.715
48.186,-12.785
48.188,-14.439
48.190,-15.583
48.192,-16.184
48.194,-16.286
48.196,-15.990
48.198,-15.435
48.200,-14.755
48.202,-14.039
48.204,-13.289
48.206,-12.425
48.208,-11.296
48.210,-9.753
48.212,-7.707
48.214,-5.176
48.216,-2.319
48.218,0.597
48.220,3.262
48.222,5.391
48.224,6.799
48.226,7.429
48.228,7.346
48.230,6.707
48.232,5.713
48.234,4.570
48.236,3.479
48.238,2.622
48.240,2.156
48.242,2.190
48.244,2.762
48.246,3.817
48.248,5.193
48.250,6.651
48.252,7.911
48.254,8.728
48.256,8.945
48.258,8.508
48.260,7.474
48.262,5.957
48.264,4.099
48.266,2.018
48.268,-0.195
48.270,-2.458
48.272,-4.681
48.274,-6.736
48.276,-8.465
48.278,-9.701
48.280,-10.308
48.282,-10.229
48.284,-9.488
48.286,-8.195
48.288,-6.509
48.290,-4.605
48.292,-2.629
48.294,-0.689
48.296,1.152
48.298,2.860
48.300,4.429
48.302,5.863
48.304,7.168
48.306,8.370
48.308,9.495
48.310,10.567
48.312,11.592
48.314,12.557
48.316,13.417
48.318,14.103
48.320,14.527
48.322,14.607
48.324,14.280
48.326,13.521
48.328,12.351
48.330,10.843
48.332,9.099
48.334,7.246
48.336,5.405
48.338,3.675
48.340,2.121
48.342,0.772
48.344,-0.373
48.346,-1.333
48.348,-2.145
48.350,-2.850
48.352,-3.506
48.354,-4.180
48.356,-4.964
48.358,-5.944
48.360,-7.200
48.362,-8.777
48.364,-10.670
48.366,-12.814
48.368,-15.093
48.370,-17.361
48.372,-19.454
48.374,-21.213
48.376,-22.491
48.378,-23.151
48.380,-23.074
48.382,-22.165
48.384,-20.373
48.386,-17.719
48.388,-14.315
48.390,-10.370
48.392,-6.173
48.394,-2.051
48.396,1.681
48.398,4.763
48.400,7.015
48.402,8.362
48.404,8.825
48.406,8.500
48.408,7.555
48.410,6.196
48.412,4.651
48.414,3.126
48.416,1.804
48.418,0.793
48.420,0.136
48.422,-0.193
48.424,-0.262
48.426,-0.156
48.428,0.041
48.430,0.274
48.432,0.515
48.434,0.748
48.436,0.962
48.438,1.137
48.440,1.230
48.442,1.172
48.444,0.877
48.446,0.241
48.448,-0.834
48.450,-2.408
48.452,-4.490
48.454,-6.999
48.456,-9.764
48.458,-12.544
48.460,-15.060
48.462,-17.049
48.464,-18.317
48.466,-18.778
48.468,-18.439
48.470,-17.409
48.472,-15.843
48.474,-13.900
48.476,-11.734
48.478,-9.468
48.480,-7.182
48.482,-4.928
48.484,-2.727
48.486,-0.571
48.488,1.558
48.490,3.675
48.492,5.758
48.494,7.736
48.496,9.485
48.498,10.846
48.500,11.653
48.502,11.788
48.504,11.214
48.506,9.986
48.508,8.248
